review_id,business_name,stars,date,text,reviewer_reviews_count,is_local_guide,likes_count,source,date_parsed,clean_text,has_text,text_length,meal_type,price_range,mention_id,sentiment,main_topic,text_reference,urgency,is_actionable,classification_confidence,classified_at,model_used
Ci9DQUlRQUNvZENodHljRjlvT21rMVFYSnhaMVl3WjA5TFoxVTNXbTVHVmxwTE1HYxAB,Bonafide Villa Allende,3,2026-03-29T00:59:53.643Z,,11,False,0,google_maps,2026-03-29,,False,0,,,,,,,,,,,
Ci9DQUlRQUNvZENodHljRjlvT2s1aVMzaHNlRXBIVkZwVk0yOWpSWEY0T1dScFZHYxAB,Bonafide Villa Allende,4,2026-03-28T15:26:58.070Z,,5,False,0,google_maps,2026-03-28,,False,0,,,,,,,,,,,
Ci9DQUlRQUNvZENodHljRjlvT25sdk1FeEdjV1ZrVVdSRmNGOVpRV1F4UlhabU5HYxAB,Bonafide Villa Allende,4,2026-03-28T08:23:19.567Z,,0,False,0,google_maps,2026-03-28,,False,0,,,,,,,,,,,
Ci9DQUlRQUNvZENodHljRjlvT2t4UVUyVjZhRXRCU2xOQlUxTnFNRXhOVGs1TlRIYxAB,Bonafide Villa Allende,5,2026-03-26T23:31:44.204Z,,15,True,0,google_maps,2026-03-26,,False,0,,,,,,,,,,,
Ci9DQUlRQUNvZENodHljRjlvT2pRdFpqazBVVlYwU1RobmJGbHlialY2Y3pGZlNGRRAB,Bonafide Villa Allende,4,2026-03-12T20:13:04.373Z,,2,False,0,google_maps,2026-03-12,,False,0,,,,,,,,,,,
Ci9DQUlRQUNvZENodHljRjlvT25WMFRrWndjMGhWUzE5c1ZVbHFOVTFoTjJoeFVWRRAB,Bonafide Villa Allende,5,2026-03-08T20:55:40.612Z,,202,True,0,google_maps,2026-03-08,,False,0,,,,,,,,,,,
Ci9DQUlRQUNvZENodHljRjlvT21zdFV6TlZTM2R0Vm01VFkxUnBTekptUW1selRHYxAB,Bonafide Villa Allende,4,2026-03-07T19:39:25.839Z,,3,True,0,google_maps,2026-03-07,,False,0,,,,,,,,,,,
Ci9DQUlRQUNvZENodHljRjlvT25OR09VSmtURE5pWTBsb2ExODJiMlZ0V0ZWYU1FRRAB,Bonafide Villa Allende,5,2026-03-06T22:48:07.761Z,,110,True,0,google_maps,2026-03-06,,False,0,,,,,,,,,,,
Ci9DQUlRQUNvZENodHljRjlvT2tGSU5IWkRRMDFvYzJzd1VWTjFhbFJOYWpaRWJsRRAB,Bonafide Villa Allende,5,2026-03-06T15:56:18.856Z,,55,True,0,google_maps,2026-03-06,,False,0,,,,,,,,,,,
Ci9DQUlRQUNvZENodHljRjlvT2pRMFZuQXhabEZTVm0xV1NHdE5TblI2YTJRd09FRRAB,Bonafide Villa Allende,4,2026-02-23T10:47:34.945Z,,30,True,0,google_maps,2026-02-23,,False,0,,,,,,,,,,,
Ci9DQUlRQUNvZENodHljRjlvT2pJMVlrVnhjRFoxVFhOZmJIbDZSRFJ0ZUVGTmJXYxAB,Bonafide Villa Allende,5,2026-02-22T19:59:17.742Z,,7,False,0,google_maps,2026-02-22,,False,0,,,,,,,,,,,
Ci9DQUlRQUNvZENodHljRjlvT2pSdk4zcHhVMUZJV2s5SE5FRkxjbkF5VW0xb1QzYxAB,Bonafide Villa Allende,5,2026-02-17T05:00:35.482Z,,22,True,0,google_maps,2026-02-17,,False,0,,,,,,,,,,,
Ci9DQUlRQUNvZENodHljRjlvT21GVWF5MVZhV2hIVjJWRVVXNWpiR1JpUVdsamEyYxAB,Bonafide Villa Allende,4,2026-02-09T21:25:10.208Z,,21,True,0,google_maps,2026-02-09,,False,0,,,,,,,,,,,
Ci9DQUlRQUNvZENodHljRjlvT2poNlptOXZhSEJIVm5OeWR5MUhhRlpRY2pVM09FRRAB,Bonafide Villa Allende,4,2026-02-07T14:35:20.207Z,,55,True,0,google_maps,2026-02-07,,False,0,,,,,,,,,,,
Ci9DQUlRQUNvZENodHljRjlvT2pkUFNFRXdaVWR4Vld0S1pVWnBXVlY1UmxsUVpIYxAB,Bonafide Villa Allende,5,2026-02-05T22:48:54.977Z,,0,False,0,google_maps,2026-02-05,,False,0,,,,,,,,,,,
Ci9DQUlRQUNvZENodHljRjlvT2tadk4xOTVXSGx6UkdjNFMwazVkbWc0UkRkQlduYxAB,Bonafide Villa Allende,5,2026-02-01T23:28:02.255Z,,7,False,0,google_maps,2026-02-01,,False,0,,,,,,,,,,,
Ci9DQUlRQUNvZENodHljRjlvT2pWRVIzbzJZMDl1V2pSbE1tbHVjekZRVUdKTVFVRRAB,Bonafide Villa Allende,5,2026-02-01T21:26:37.054Z,,0,False,0,google_maps,2026-02-01,,False,0,,,,,,,,,,,
Ci9DQUlRQUNvZENodHljRjlvT25aUldVOVBiRXBxTWtreFlVRnViMnRsZGxaMGJFRRAB,Bonafide Villa Allende,3,2026-02-01T20:19:38.581Z,,2,False,0,google_maps,2026-02-01,,False,0,,,,,,,,,,,
Ci9DQUlRQUNvZENodHljRjlvT21WbkxYWktjbUZsV2xsdGFqaDJOM2hNU0ZKUGJIYxAB,Bonafide Villa Allende,5,2026-02-01T20:00:25.528Z,,5,False,0,google_maps,2026-02-01,,False,0,,,,,,,,,,,
Ci9DQUlRQUNvZENodHljRjlvT2xJNGMyRlBOVUU1VlRRMGVHdGtZM2xETm1VdGFXYxAB,Bonafide Villa Allende,4,2026-02-01T17:37:58.533Z,,21,True,0,google_maps,2026-02-01,,False,0,,,,,,,,,,,
Ci9DQUlRQUNvZENodHljRjlvT2s1TFluRnVkMDF1UkdNMmFXMTBVVTkxY21Sek9HYxAB,Bonafide Villa Allende,5,2026-02-01T17:19:09.444Z,,8,False,0,google_maps,2026-02-01,,False,0,,,,,,,,,,,
Ci9DQUlRQUNvZENodHljRjlvT2paRFR6UkViR2w2UTNaWmJsbGxSWGhVV1ZBMlZsRRAB,Bonafide Villa Allende,4,2026-02-01T14:29:06.505Z,,1,False,0,google_maps,2026-02-01,,False,0,,,,,,,,,,,
Ci9DQUlRQUNvZENodHljRjlvT2tSSmRqbFJSME5tZUZweE5IcG9lVjk0U0RWMmVXYxAB,Bonafide Villa Allende,5,2026-02-01T14:23:03.938Z,,1,False,0,google_maps,2026-02-01,,False,0,,,,,,,,,,,
Ci9DQUlRQUNvZENodHljRjlvT214dE1IRldaa2cwWlZSRGVsVm5jWGRaV25OYVltYxAB,Bonafide Villa Allende,5,2026-02-01T14:19:51.017Z,,0,False,0,google_maps,2026-02-01,,False,0,,,,,,,,,,,
Ci9DQUlRQUNvZENodHljRjlvT2tSWVZVSjVUbWRZVlRCc01YTlFURzlNVVdOQ2VrRRAB,Bonafide Villa Allende,5,2026-02-01T13:24:29.744Z,,3,False,0,google_maps,2026-02-01,,False,0,,,,,,,,,,,
Ci9DQUlRQUNvZENodHljRjlvT214a05GWXpNVWh3UnkxdU5HZHBhMnBWTTB0SlJtYxAB,Bonafide Villa Allende,5,2026-02-01T13:13:04.622Z,,0,False,0,google_maps,2026-02-01,,False,0,,,,,,,,,,,
Ci9DQUlRQUNvZENodHljRjlvT2xsUVdFWnFlVE5PWDJSbFMwRlZWRmsxV21kRU5XYxAB,Bonafide Villa Allende,5,2026-02-01T12:29:19.756Z,,2,False,0,google_maps,2026-02-01,,False,0,,,,,,,,,,,
Ci9DQUlRQUNvZENodHljRjlvT2xGSFpHdFJUMmRLZDNoVVFYRTVNWGhQV2s1ME9WRRAB,Bonafide Villa Allende,5,2026-01-31T17:53:42.093Z,,13,False,0,google_maps,2026-01-31,,False,0,,,,,,,,,,,
Ci9DQUlRQUNvZENodHljRjlvT25GemRreFdUR0V5VVRseVJ6Vmhjbmw2Y1VWcWJYYxAB,Bonafide Villa Allende,5,2026-01-31T16:19:54.710Z,,0,False,0,google_maps,2026-01-31,,False,0,,,,,,,,,,,
Ci9DQUlRQUNvZENodHljRjlvT2s5RGRYTXRZaTAxWjBwaVJWRmZibU5hY2xjeWVVRRAB,Bonafide Villa Allende,4,2026-01-31T12:48:46.879Z,,0,False,0,google_maps,2026-01-31,,False,0,,,,,,,,,,,
Ci9DQUlRQUNvZENodHljRjlvT2s4eFVVMTRZMkpPYlZGS1VVNVNZbkJFU0ZWdVRGRRAB,Panicafe,5,2026-05-03T23:45:58.844Z,,3,False,0,google_maps,2026-05-03,,False,0,,,,,,,,,,,
Ci9DQUlRQUNvZENodHljRjlvT25aVU1GQkxMVXRxVUhOM1VGRllOVTFpZG5SSFlXYxAB,Panicafe,4,2026-05-03T01:28:53.587Z,,30,True,0,google_maps,2026-05-03,,False,0,,,,,,,,,,,
Ci9DQUlRQUNvZENodHljRjlvT25wSFFXNTZNMWswVDIxSlJFeHNXaTFIVVZneFRWRRAB,Panicafe,5,2026-05-02T18:01:16.600Z,,2,False,0,google_maps,2026-05-02,,False,0,,,,,,,,,,,
Ci9DQUlRQUNvZENodHljRjlvT2xCTVIzbDBTRXN3Y2tSTFprSnVYM0ZyWTI5b1duYxAB,Panicafe,5,2026-04-29T16:42:41.027Z,,4,False,0,google_maps,2026-04-29,,False,0,,,,,,,,,,,
Ci9DQUlRQUNvZENodHljRjlvT2xBMU5EUjFXazFDZW14S2NtNXNaVFp2U1dOcVFrRRAB,Panicafe,5,2026-04-27T23:37:49.794Z,,2,False,0,google_maps,2026-04-27,,False,0,,,,,,,,,,,
Ci9DQUlRQUNvZENodHljRjlvT2paV1kyeDJNMWhoVkdKbFV5MTVPV2hZWVc0emVtYxAB,Panicafe,5,2026-04-27T13:02:39.987Z,,35,True,0,google_maps,2026-04-27,,False,0,,,,,,,,,,,
Ci9DQUlRQUNvZENodHljRjlvT2s1WU9EaHNiQzEwVFdnd1ZrUmZaVFZ2VlZCUVYwRRAB,Panicafe,4,2026-04-26T15:08:54.619Z,,8,True,0,google_maps,2026-04-26,,False,0,,,,,,,,,,,
Ci9DQUlRQUNvZENodHljRjlvT21GU1dUTmxZV2R4VFdRMmVFTmxaRVo1TmpkQ1ZHYxAB,Panicafe,5,2026-04-26T14:49:50.249Z,,4,True,0,google_maps,2026-04-26,,False,0,,,,,,,,,,,
ChdDSUhNMG9nS0VJQ0FnSUNpN2FmRzZnRRAB,Panicafe,5,2026-04-25T14:16:38.858Z,,14,True,0,google_maps,2026-04-25,,False,0,,,,,,,,,,,
ChdDSUhNMG9nS0VJQ0FnSUR3eXFydGdnRRAB,Panicafe,5,2026-04-24T18:54:04.967Z,,64,True,0,google_maps,2026-04-24,,False,0,,,,,,,,,,,
Ci9DQUlRQUNvZENodHljRjlvT2s1QmVYaDRRM0JvUkdwd04xQmpUa2xKY21oWk9YYxAB,Panicafe,5,2026-04-21T11:23:32.008Z,,6,True,0,google_maps,2026-04-21,,False,0,,,,,,,,,,,
Ci9DQUlRQUNvZENodHljRjlvT2xwTWVYaHlOVFZWU0RrMmJUY3pabnBoVW5ZMGNFRRAB,Panicafe,5,2026-04-20T23:18:19.792Z,,0,False,0,google_maps,2026-04-20,,False,0,,,,,,,,,,,
Ci9DQUlRQUNvZENodHljRjlvT21Kc00weE1Ua3RYU2xrMlZuQmhZamRZYTBaM0xXYxAB,Panicafe,3,2026-04-18T11:48:37.016Z,,105,True,0,google_maps,2026-04-18,,False,0,,,,,,,,,,,
Ci9DQUlRQUNvZENodHljRjlvT2pZdFExTjRibnBWWVVvMk5HbFRiMEZoU0MxSmIyYxAB,Panicafe,5,2026-04-14T21:45:25.939Z,,15,True,0,google_maps,2026-04-14,,False,0,,,,,,,,,,,
Ci9DQUlRQUNvZENodHljRjlvT2pGVWVFUXhkMWN5U0VGemFYSXdlbGh6WmpGUVZHYxAB,Panicafe,4,2026-04-13T22:15:24.825Z,,4,False,0,google_maps,2026-04-13,,False,0,,,,,,,,,,,
Ci9DQUlRQUNvZENodHljRjlvT25wT1kxQklaV1JTWmxoR1pHaHhZblpKTUhwNldrRRAB,Panicafe,5,2026-04-13T21:18:09.076Z,,15,True,0,google_maps,2026-04-13,,False,0,,,,,,,,,,,
Ci9DQUlRQUNvZENodHljRjlvT2pWcmVsTkZaa1JYYlVkNFJUVkJhelpqVVhCbVdYYxAB,Panicafe,5,2026-04-13T18:59:26.117Z,,0,False,0,google_maps,2026-04-13,,False,0,,,,,,,,,,,
Ci9DQUlRQUNvZENodHljRjlvT2xab09UZHJORFl3YkhWeE5rVjFPV2t5UjFGVlZuYxAB,Panicafe,5,2026-04-12T22:05:11.817Z,,1,False,0,google_maps,2026-04-12,,False,0,,,,,,,,,,,
Ci9DQUlRQUNvZENodHljRjlvT2t4UU1HUk9aMkpPTVhRelFtZFBlREZITFhoeE0zYxAB,Panicafe,5,2026-04-12T14:35:36.557Z,,2,False,0,google_maps,2026-04-12,,False,0,,,,,,,,,,,
Ci9DQUlRQUNvZENodHljRjlvT25ZMmExaHlUVXg0T1hOWGRsOVphSEJMYW5SNVpFRRAB,Panicafe,4,2026-04-12T12:23:25.597Z,,10,True,0,google_maps,2026-04-12,,False,0,,,,,,,,,,,
Ci9DQUlRQUNvZENodHljRjlvT25GMlh6ZEJSRFZHTmtkeVkwUlRaelZqUWpFelYwRRAB,Panicafe,4,2026-04-12T12:22:30.894Z,,14,False,0,google_maps,2026-04-12,,False,0,,,,,,,,,,,
Ci9DQUlRQUNvZENodHljRjlvT210eFQxRkhPVTVtVkhsVVlYWXdaMGRXUzFBeWRGRRAB,Panicafe,5,2026-04-12T05:13:23.601Z,,60,True,0,google_maps,2026-04-12,,False,0,,,,,,,,,,,
Ci9DQUlRQUNvZENodHljRjlvT25BelNWQkVXVFZLTWxObE1rMVRTRFp5TkhNd1kzYxAB,Panicafe,5,2026-04-11T04:41:37.907Z,,2,False,0,google_maps,2026-04-11,,False,0,,,,,,,,,,,
Ci9DQUlRQUNvZENodHljRjlvT21wS2VXOU1aWGhRZW1JeVdFZHhia1JvUjFkc1ZuYxAB,Panicafe,5,2026-04-09T15:38:03.033Z,,3,False,0,google_maps,2026-04-09,,False,0,,,,,,,,,,,
Ci9DQUlRQUNvZENodHljRjlvT2xwdVduVXRjbkpWYUhJeUxURm5TMnB6TTNVMmVXYxAB,Panicafe,5,2026-04-08T18:28:33.783Z,,1,False,0,google_maps,2026-04-08,,False,0,,,,,,,,,,,
Ci9DQUlRQUNvZENodHljRjlvT20xVVNHWm9ZVEpQVFdoVVZtMXBOM2xyVVhWRVFtYxAB,Panicafe,5,2026-04-08T18:26:03.861Z,,33,True,0,google_maps,2026-04-08,,False,0,,,,,,,,,,,
Ci9DQUlRQUNvZENodHljRjlvT2pjM2NHRnBlSEkxTlUxdWIwVjBUbGxvTkhOVWRXYxAB,Panicafe,5,2026-04-07T15:22:02.744Z,,1,True,0,google_maps,2026-04-07,,False,0,,,,,,,,,,,
Ci9DQUlRQUNvZENodHljRjlvT214bFNtWlJVbUZ5VjFGdFNreDBjMUZoZERkSlZsRRAB,Panicafe,5,2026-04-07T15:09:24.661Z,,3,False,0,google_maps,2026-04-07,,False,0,,,,,,,,,,,
Ci9DQUlRQUNvZENodHljRjlvT2t0a1VVeDBVekJGYzNVM1gwdzFORFkzTlZOSVlXYxAB,Panicafe,5,2026-04-03T21:18:44.840Z,,12,True,0,google_maps,2026-04-03,,False,0,,,,,,,,,,,
Ci9DQUlRQUNvZENodHljRjlvT2tZNExWRXhhRjlGYm5CM2JVTnVNalZVTTA1eVlYYxAB,Panicafe,1,2026-04-03T17:31:41.855Z,,9,False,0,google_maps,2026-04-03,,False,0,,,,,,,,,,,
Ci9DQUlRQUNvZENodHljRjlvT201VFZWVkVkMk5SVDFveE1YVXhNakpvU25kWVlWRRAB,Panicafe,5,2026-04-03T14:12:37.097Z,,2,True,0,google_maps,2026-04-03,,False,0,,,,,,,,,,,
Ci9DQUlRQUNvZENodHljRjlvT21Oc1NtUnJPVEJXV1RScFRVcERkVUpRT0c5WU5YYxAB,Panicafe,5,2026-04-03T02:58:47.244Z,,96,True,0,google_maps,2026-04-03,,False,0,,,,,,,,,,,
Ci9DQUlRQUNvZENodHljRjlvT2psdlNrSmFVRjlNZWxnM1oyMVdUWGN5YkZGR2FrRRAB,Panicafe,1,2026-04-02T22:36:21.841Z,,27,True,0,google_maps,2026-04-02,,False,0,,,,,,,,,,,
Ci9DQUlRQUNvZENodHljRjlvT2t4c1VuRXpUbGRCU0ZwaFlubFdRVXQxZEZCMGFYYxAB,Panicafe,5,2026-03-29T23:19:33.143Z,,0,False,0,google_maps,2026-03-29,,False,0,,,,,,,,,,,
Ci9DQUlRQUNvZENodHljRjlvT2xWMlVVeFFTVmxvVjA1b1V6ZHhNRTFaWm1nd1lVRRAB,Panicafe,5,2026-03-29T22:58:51.635Z,,1,False,0,google_maps,2026-03-29,,False,0,,,,,,,,,,,
Ci9DQUlRQUNvZENodHljRjlvT2padmNYWm9ha056TUROYWJGOTFjV0l6U0hSRUxVRRAB,Panicafe,3,2026-03-28T13:47:56.801Z,,15,False,0,google_maps,2026-03-28,,False,0,,,,,,,,,,,
Ci9DQUlRQUNvZENodHljRjlvT2kxTllUZzJTM05VTTFkR1dUVkxRWE40UzJGZmFsRRAB,Panicafe,5,2026-03-28T13:17:55.032Z,,9,False,0,google_maps,2026-03-28,,False,0,,,,,,,,,,,
Ci9DQUlRQUNvZENodHljRjlvT2pCMlFWTXpNbUl6TjJwQ1N6VlRWWFp0WDNReWNFRRAB,Panicafe,5,2026-03-28T13:14:32.483Z,,2,False,0,google_maps,2026-03-28,,False,0,,,,,,,,,,,
Ci9DQUlRQUNvZENodHljRjlvT2pKSGNtUlBPWFZETWxOSlQwUjBPR1p4WlhwMlEyYxAB,Panicafe,5,2026-03-27T21:24:05.466Z,,7,False,0,google_maps,2026-03-27,,False,0,,,,,,,,,,,
Ci9DQUlRQUNvZENodHljRjlvT205elRGZG9kak50U3pGVE1FczNSRUpQTkZkcGRuYxAB,Panicafe,5,2026-03-27T12:06:04.644Z,,5,True,0,google_maps,2026-03-27,,False,0,,,,,,,,,,,
Ci9DQUlRQUNvZENodHljRjlvT2pkU1FuUkJibVZpVVdWb1ZYVk9VaTAxUTFGcGFFRRAB,Panicafe,4,2026-03-27T11:13:51.885Z,,114,True,0,google_maps,2026-03-27,,False,0,,,,,,,,,,,
Ci9DQUlRQUNvZENodHljRjlvT201Q2NIaHJhREJmTVhSbVpsQlNiVFJvV25CRlUyYxAB,Panicafe,4,2026-03-25T16:58:53.040Z,,26,True,0,google_maps,2026-03-25,,False,0,,,,,,,,,,,
Ci9DQUlRQUNvZENodHljRjlvT2xwS1UxbFBMVkJIZW5kaFQyNVRXbGwzY21NNFQyYxAB,Panicafe,4,2026-03-25T00:59:14.257Z,,3,False,0,google_maps,2026-03-25,,False,0,,,,,,,,,,,
Ci9DQUlRQUNvZENodHljRjlvT2t4d1JuZHhOM0pRTVhNdFpTMXRiRWhhU1VRek4xRRAB,Panicafe,5,2026-03-24T14:20:02.713Z,,0,False,0,google_maps,2026-03-24,,False,0,,,,,,,,,,,
Ci9DQUlRQUNvZENodHljRjlvT2xSQ1pIUjBlRWsyYWxVNVkyRkdhbkpCTjFoMVptYxAB,Panicafe,5,2026-03-24T13:47:06.046Z,,8,True,0,google_maps,2026-03-24,,False,0,,,,,,,,,,,
Ci9DQUlRQUNvZENodHljRjlvT2xwWFoyUXhMVGxrUm01RGRqTlJibU5VTkdob2FHYxAB,Panicafe,5,2026-03-24T11:04:32.036Z,,17,True,0,google_maps,2026-03-24,,False,0,,,,,,,,,,,
Ci9DQUlRQUNvZENodHljRjlvT2xacGRtZDZiVUZpU2tSV2VrRnBhR294TjJWeVRHYxAB,Panicafe,5,2026-03-21T15:27:14.410Z,,27,True,0,google_maps,2026-03-21,,False,0,,,,,,,,,,,
Ci9DQUlRQUNvZENodHljRjlvT2xkTk9XUTVhV2xrWkMxWmR6WlBNa0ZvYVRObGEwRRAB,Panicafe,5,2026-03-20T17:42:23.717Z,,7,True,0,google_maps,2026-03-20,,False,0,,,,,,,,,,,
Ci9DQUlRQUNvZENodHljRjlvT2xGSmRtUTNTVjlUYW0xM1VYcEpkVFl4ZW5oYWJuYxAB,Panicafe,5,2026-03-20T16:30:57.886Z,,1,False,0,google_maps,2026-03-20,,False,0,,,,,,,,,,,
Ci9DQUlRQUNvZENodHljRjlvT25saVgwVm9ZekJEWDJwYWRERnRSemRHUVdrelNVRRAB,Panicafe,5,2026-03-20T01:06:04.389Z,,19,True,0,google_maps,2026-03-20,,False,0,,,,,,,,,,,
Ci9DQUlRQUNvZENodHljRjlvT21KelpFdFBSSGt3VkZoRFZHUlJiVVpOTmxFMFNGRRAB,Panicafe,5,2026-03-19T21:24:35.788Z,,4,False,0,google_maps,2026-03-19,,False,0,,,,,,,,,,,
Ci9DQUlRQUNvZENodHljRjlvT21OU1ptWkNWbWt5UTFGaGFHVlNNbHBJZG14MVJsRRAB,Panicafe,5,2026-03-19T15:09:28.097Z,,2,False,0,google_maps,2026-03-19,,False,0,,,,,,,,,,,
Ci9DQUlRQUNvZENodHljRjlvT2xWemQwWndTWEZJWlV0eWRFMVlXRzFCYUUxZmVWRRAB,Panicafe,5,2026-03-19T12:36:20.194Z,,2,False,0,google_maps,2026-03-19,,False,0,,,,,,,,,,,
Ci9DQUlRQUNvZENodHljRjlvT2tOalR6WnZhRFl6V205WGNFSlRiR0YzVjFWTE5VRRAB,Panicafe,5,2026-03-18T02:12:17.440Z,,4,False,0,google_maps,2026-03-18,,False,0,,,,,,,,,,,
Ci9DQUlRQUNvZENodHljRjlvT2tFNVdHSnhRek5qYjNGdGJVVTNRM1oxTjNKeVgzYxAB,Panicafe,5,2026-03-17T22:45:24.268Z,,60,True,0,google_maps,2026-03-17,,False,0,,,,,,,,,,,
Ci9DQUlRQUNvZENodHljRjlvT20xRGRsVk9iMWRrTmtsZldYTTBOMjVmTTIwMGVuYxAB,Panicafe,5,2026-03-15T15:13:37.634Z,,0,False,0,google_maps,2026-03-15,,False,0,,,,,,,,,,,
Ci9DQUlRQUNvZENodHljRjlvT25CR1pFMHhiRWxvVEhFM2FVbHlSVTh6ZWtJelduYxAB,Panicafe Villa Allende,5,2026-05-03T20:43:16.301Z,,4,False,0,google_maps,2026-05-03,,False,0,,,,,,,,,,,
Ci9DQUlRQUNvZENodHljRjlvT2psV1VYWXRZVEY0VUhkdGJXaFlNVGs1VEd4T1puYxAB,Panicafe Villa Allende,5,2026-05-03T12:26:15.465Z,,1,False,0,google_maps,2026-05-03,,False,0,,,,,,,,,,,
Ci9DQUlRQUNvZENodHljRjlvT2pZek9UVXhORkZyUkhsb1MySlBhMEZDWVdsSU5sRRAB,Panicafe Villa Allende,5,2026-05-01T22:11:16.790Z,,2,False,0,google_maps,2026-05-01,,False,0,,,,,,,,,,,
Ci9DQUlRQUNvZENodHljRjlvT2kweVFtcENkMFJpU1RScWFIbEZXVVJCV2s5dlpuYxAB,Panicafe Villa Allende,5,2026-05-01T20:33:26.353Z,,0,False,0,google_maps,2026-05-01,,False,0,,,,,,,,,,,
Ci9DQUlRQUNvZENodHljRjlvT2t0c2MxaExTVGhzU0daaWVrOUxaV1YxZFdocFNWRRAB,Panicafe Villa Allende,4,2026-05-01T14:01:31.867Z,,4,False,0,google_maps,2026-05-01,,False,0,,,,,,,,,,,
Ci9DQUlRQUNvZENodHljRjlvT2w5NFFrUlZabW90ZGtoZmVUSk5RbEZrZW5GUlYxRRAB,Panicafe Villa Allende,5,2026-05-01T13:30:17.356Z,,0,False,0,google_maps,2026-05-01,,False,0,,,,,,,,,,,
Ci9DQUlRQUNvZENodHljRjlvT2swdFRrcFJkWGRMYmxWZk1XWnNlamhSTUhSQmVVRRAB,Panicafe Villa Allende,5,2026-04-29T13:31:31.017Z,,13,False,0,google_maps,2026-04-29,,False,0,,,,,,,,,,,
Ci9DQUlRQUNvZENodHljRjlvT2xCM1NYZFllREpZUjFSNlVuazFMVGR2YmpsUldHYxAB,Panicafe Villa Allende,5,2026-04-29T12:15:25.636Z,,6,False,0,google_maps,2026-04-29,,False,0,,,,,,,,,,,
Ci9DQUlRQUNvZENodHljRjlvT25OTmFUSnJaVUZ4WjFwM1prbGpTVWh5WjE5RlkwRRAB,Panicafe Villa Allende,5,2026-04-29T12:11:52.030Z,,97,True,0,google_maps,2026-04-29,,False,0,,,,,,,,,,,
Ci9DQUlRQUNvZENodHljRjlvT25KNFdIZFlNV3R6Um1aMFFrWlJZM05OV0dKaU5IYxAB,Panicafe Villa Allende,5,2026-04-26T15:30:01.385Z,,3,False,0,google_maps,2026-04-26,,False,0,,,,,,,,,,,
Ci9DQUlRQUNvZENodHljRjlvT2kxcWIxSndUM2R3VERSR2RETnVlVlI0Y0V0RmVHYxAB,Panicafe Villa Allende,5,2026-04-26T15:15:01.605Z,,9,True,0,google_maps,2026-04-26,,False,0,,,,,,,,,,,
